"nesting.group","nest.group.num"
"Citizen-Ecuador-2008",124
"Citizen-Ecuador-2009",125
"Citizen-Ecuador-2009",125
"Citizen-Ecuador-2009",125
"Citizen-Ecuador-2009",125
"Citizen-Ecuador-2009",125
"Citizen-Ecuador-2009",125
"Citizen-Ecuador-2010",126
"Citizen-Ecuador-2010",126
"Citizen-Ecuador-2010",126
"Citizen-Ecuador-2010",126
"Citizen-Ecuador-2010",126
"Citizen-Ecuador-2010",126
"Citizen-Ecuador-2010",126
"Citizen-Ecuador-2010",126
"Citizen-Ecuador-2010",126
"Citizen-Ecuador-2010",126
"Citizen-Ecuador-2011",127
"Citizen-Ecuador-2011",127
"Citizen-Ecuador-2011",127
"Citizen-Ecuador-2011",127
"Citizen-Ecuador-2012",128
"Citizen-Ecuador-2012",128
"Citizen-Ecuador-2012",128
"Citizen-Ecuador-2012",128
"Citizen-Ecuador-2012",128
"Citizen-Ecuador-2013",129
"Citizen-Ecuador-2013",129
"Citizen-Ecuador-2013",129
"Citizen-Ecuador-2014",130
"Citizen-Ecuador-2014",130
"Citizen-ElSalvador-1996",131
"Citizen-ElSalvador-1996",131
"Citizen-ElSalvador-1996",131
"Citizen-ElSalvador-1996",131
"Citizen-ElSalvador-1998",132
"Citizen-ElSalvador-1998",132
"Citizen-ElSalvador-1998",132
"Citizen-ElSalvador-1998",132
"Citizen-ElSalvador-1998",132
"Citizen-ElSalvador-1998",132
"Citizen-ElSalvador-1998",132
"Citizen-ElSalvador-1998",132
"Citizen-ElSalvador-1998",132
"Citizen-ElSalvador-2000",133
"Citizen-ElSalvador-2000",133
"Citizen-ElSalvador-2000",133
"Citizen-ElSalvador-2000",133
"Citizen-ElSalvador-2001",134
"Citizen-ElSalvador-2001",134
"Citizen-ElSalvador-2001",134
"Citizen-ElSalvador-2001",134
"Citizen-ElSalvador-2001",134
"Citizen-ElSalvador-2001",134
"Citizen-ElSalvador-2001",134
"Citizen-ElSalvador-2002",135
"Citizen-ElSalvador-2002",135
"Citizen-ElSalvador-2002",135
"Citizen-ElSalvador-2002",135
"Citizen-ElSalvador-2002",135
"Citizen-ElSalvador-2003",136
"Citizen-ElSalvador-2003",136
"Citizen-ElSalvador-2003",136
"Citizen-ElSalvador-2003",136
"Citizen-ElSalvador-2003",136
"Citizen-ElSalvador-2004",137
"Citizen-ElSalvador-2004",137
"Citizen-ElSalvador-2004",137
"Citizen-ElSalvador-2005",138
"Citizen-ElSalvador-2005",138
"Citizen-ElSalvador-2005",138
"Citizen-ElSalvador-2005",138
"Citizen-ElSalvador-2005",138
