yearcase,uniqueid,caseid,wave,party_survey,party_elected,pp1990_w,pp1993_w,pp1997_w,pp2001_w,pp2005_w,pp2009_w,pp2013_w,pp1986_e,pp1990_e,pp1994_e,pp1998_e,pp2002_e,pp2006_e,pp2010_e,region,age,elecsys,pplist,parlame,parlsys,fidelit,munelec,concurr,needmps,needmps2,needmps_all,abusemp,presinf,colig,cprep,cppol,cplimit,cpurnas,cpfisio,cpcorr,cpslow,cpmps,cpcenter,cpswitch,cpgovern,cpcands,cpparl,impinst,dilemma,coalperc,believe,demands,imptmin,efforts,exparea,expmin,promise,pporg,econaid,success,nocomp,bases,elecamp,famtrad,carisma,expel,expel2,expel_all,others,ppswitch,ppswitc2,ppswitch_all,execut,clients,clients2,clients_all,ppvsreg,prescand,govcand,plenario,defideo,visitas,visitas2,visitas_all,pedidos,pedidos2,pedidos_all,destpp,destpp2,destpp_all,pork,pork2,pork_all,destcn,destcn2,destcn_all,entidade,entidad2,entidade_all,local,local2,local_all,boletins,tvradio,discplen,votplen,intbill,amend,speaker,commiss,execpp,talkmil,fedbur,locbur,press,civsoc,mtsarney,mtcollor,favors,position,redtape,account,timevtr,timepref,timebill,timemisc,sarney,collor,itamar,cardoso1,cardoso2,lula,congress,partysys,coalgood,presscn,psdbpt,terms,pds1980,pmdb1980,pp1980_80,pdt1980,pt1980,ptb1980,outro1980,np1980,arena1966,mdb1966,outro1966,np1966,vereador,depest,senador,depfed,prefvice,govvice,ministro,secest,family,elei1990,occup,dempmdb,dempfl,dempds,dempsdb,demprn,dempdt,demptb,dempt,dempl,dempcdb,dempdc,dempcb,dempsb,dempstu,econdev,socord,demcons,ffaaint,ffaadem,mindef,minciv,extsni,lrclass,lrpmdb,lrdem,lrpcb,lrpcdob,lrpdc,lrpds,lrpdt,lrpfl,lrpl,lrpp,lrpp_ppb,lrppr,lrpps,lrpr,lrprn,lrpsb,lrpsd,lrpsdb,lrpsol,lrpstu,lrpt,lrptb,lrpv,lrsarney,lrcollor,lritamar,lrfhc,lrlula,lrdilma,econlmr,gov2006,pres2006,vot1989_1,vot1989_2,renda,inicpriv,govresp,concorr,getrich,trabvida,enviro,saude,edfund,edsuper,infra,socpol,flforpol,flallies,flviolence,fljudicial,flregulate,flrace,flpolref,flpreviden,flantipov,flanticorr,flgovrel,flsociety,flmonetary,dlforpol,dlallies,dlviol,dlinfra,dlrace,dlantpov,dlgender,dltecno,dlcorrup,dlgovrel,dlfiscal,dlcivsoc,dlmonet,dlhrmil,dlpetro,fpallies,fpecdev,fpinteg,fpauth,fpoecd,fpoecd2,fpoecd_all,china,onuseg,brfdi,bndes,cotaafro,cotrenda,casament,aborto,tengoal1,tengoal2,currentgoal1,currentgoal2,othergoal1,othergoal2,bfpobre,bfpref,bfbase,bflula,bfmywin,cites,amends,approved,econlmr1990,mnclmr,agrlmr,lrlmr,diap,kinzo,reldisc,absdisc,econdiap,ideodiap,presdiap,bcdiap,jurodiap,evangel,diapstar,diaphist,pm4,pm12,czideo,czideose,pweight
1990147,1147,147,1990,11,11,11,,,,,,,11,,,,,,,2,4,2,1,1,3,0,,,,,,,,,,,,,,,,,,,,,,,,,2,0,20,9,2,29,10,5,1,1,6,6,10,,8,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,2,1,1,3,1,1,2,2,3,3,,,,,,,,,,,,,,,,,,,,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,13,10,10,10,10,10,9,10,5,10,3,10,8,8,,4,4,,1,1,2,3,3,5,5,,3,1,7,7,4,7,7,,,,,,7,3,,4,,,1,5,,,,,,,,,,,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,89,17,2,2,2,3,4.50,4.55,82.16,75.62,,,,,,,,,,,0.342795094,0.202691595,.9319298
1990148,1148,148,1990,15,15,15,,,,,,,15,,,,,,,4,5,2,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,2,0,2,2,5,3,4,7,2,6,7,7,10,,8,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,1,1,2,3,3,1,1,1,3,4,,,,,,,,,,,,,,,,,,,,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,1,3,10,5,5,8,4,8,5,7,8,6,7,5,6,,4,2,,1,1,1,3,3,4,4,,1,1,5,10,3,10,5,,,,,,7,1,,3,,,1,8,,,,,,,,,,,9,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,194,40,1,1,3,4,4.50,-3.33,73.61,55.20,,,,,,,,,,,-0.064331566,0.27105085,1.134655
1990149,1149,149,1990,25,25,25,,,,,,,25,,,,,,,2,5,2,1,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,2,0,13,2,1,15,10,4,10,10,10,4,10,,10,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,2,4,3,2,2,3,4,3,,,,,,,,,,,,,,,,,,,,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,15,3,8,8,4,3,2,2,99,8,2,8,3,3,,4,2,,1,1,1,2,2,4,7,,1,1,9,10,2,9,10,,,,,,10,2,,3,,,1,7,,,,,,,,,,,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,123,48,1,2,2,3,2.75,3.33,78.72,48.53,,,,,,,,,,,-0.406792979,0.177860545,1.048421
1990150,1150,150,1990,11,11,11,,,,,,,11,,,,,,,3,99,2,1,1,3,1,,,,,,,,,,,,,,,,,,,,,,,,,1,0,16,2,5,19,99,99,99,99,99,10,10,,99,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,3,1,1,4,4,1,4,4,4,3,,,,,,,,,,,,,,,,,,,,3,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,1,0,1,15,5,5,5,5,5,5,5,5,5,5,5,5,5,,4,4,,0,2,4,4,4,4,5,,1,1,99,7,2,7,99,,,,,,99,99,,3,,,1,99,,,,,,,,,,,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.243107546,0.221128128,.9319298
1990151,1151,151,1990,15,15,15,,,,,,,15,,,,,,,3,3,2,2,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,1,0,10,1,2,99,3,8,2,8,5,5,6,,5,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,1,1,3,2,2,4,3,4,4,,,,,,,,,,,,,,,,,,,,1,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,1,0,1,20,10,8,8,10,5,5,5,4,10,3,8,4,10,,4,2,,1,1,2,1,4,99,5,,2,2,10,10,7,7,10,,,,,,8,4,,5,,,3,10,,,,,,,,,,,9,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,56,13,2,1,2,4,7.00,-6.36,66.03,64.53,,,,,,,,,,,-0.616060596,0.293377695,1.134655
1990152,1152,152,1990,45,15,45,,,,,,,15,,,,,,,2,4,1,2,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,1,1,13,2,4,33,7,8,3,8,1,10,10,,10,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,1,1,4,2,1,2,2,3,4,,,,,,,,,,,,,,,,,,,,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,2,10,5,5,10,7,10,5,10,5,10,7,10,10,,4,3,,0,4,3,2,1,3,5,,1,1,8,10,2,10,8,,,,,,8,1,,3,,,1,8,,,,,,,,,,,6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,90,36,2,2,3,4,9.25,-10.00,63.22,54.94,,,,,,,,,,,-0.639956923,0.15506493,.7201992
1990153,1153,153,1990,25,25,25,,,,,,,25,,,,,,,2,2,2,1,1,3,1,,,,,,,,,,,,,,,,,,,,,,,,,1,1,7,2,5,15,10,7,1,8,5,10,10,,8,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,2,2,2,4,1,1,2,3,1,4,,,,,,,,,,,,,,,,,,,,2,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,1,2,15,8,8,6,8,2,6,6,1,8,2,8,8,8,,4,3,,0,1,2,2,3,5,5,,4,2,5,7,4,5,5,,,,,,8,3,,5,,,1,5,,,,,,,,,,,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,138,20,4,,,,,0.50,5.00,,,,,,,,,,,,,0.057037497,0.225651502,1.048421
1990154,1154,154,1990,25,25,25,,,,,,,25,,,,,,,3,7,1,2,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,9,0,99,2,5,15,5,3,1,7,2,8,8,,7,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,1,1,1,4,2,2,4,3,3,2,,,,,,,,,,,,,,,,,,,,3,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,1,1,1,17,8,9,8,6,8,7,8,3,7,1,8,2,2,,3,3,,1,3,9,2,3,5,4,,1,1,5,5,4,5,5,,,,,,5,1,,4,,,1,5,,,,,,,,,,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,71,29,1,2,2,3,1.25,8.00,78.79,69.76,,,,,,,,,,,0.841282578,0.305704922,1.048421
1990155,1155,155,1990,14,15,14,,,,,,,15,,,,,,,5,5,2,2,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,1,0,2,2,5,19,9,4,2,8,5,9,9,,8,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2,3,1,2,4,3,2,3,3,3,3,,,,,,,,,,,,,,,,,,,,1,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,1,17,99,99,99,99,99,99,99,99,99,99,99,99,99,,4,3,,0,1,2,2,2,4,4,,1,1,6,9,4,6,6,,,,,,5,2,,4,,,1,5,,,,,,,,,,,6,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,49,26,3,3,2,4,3.75,3.75,52.64,29.56,,,,,,,,,,,0.113645193,0.285455482,1.419737
1990156,1156,156,1990,15,15,15,,,,,,,15,,,,,,,3,8,1,9,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,2,4,4,6,5,1,6,1,6,5,,6,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,2,1,3,2,3,4,1,2,2,3,,,,,,,,,,,,,,,,,,,,2,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,1,0,9,15,6,6,6,5,2,3,6,1,6,1,6,2,1,,4,4,,1,1,4,4,4,5,1,,1,1,6,7,2,6,5,,,,,,8,2,,2,,,1,4,,,,,,,,,,,9,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,254,52,1,3,2,3,1.00,4.55,51.42,43.75,,,,,,,,,,,1.104737434,0.334987076,1.134655
1990157,1157,157,1990,45,15,45,,,,,,,15,,,,,,,3,4,2,2,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,1,0,10,9,4,99,5,6,1,5,3,9,8,,6,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,2,1,1,4,4,2,3,3,4,4,,,,,,,,,,,,,,,,,,,,1,0,1,0,0,0,0,0,0,0,0,0,1,9,9,9,9,0,0,0,9,0,1,9,7,3,8,10,5,7,5,5,8,1,8,7,6,,4,3,,0,1,1,4,1,5,8,,99,1,99,8,3,10,9,,,,,,8,99,,5,,,2,8,,,,,,,,,,,6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,67,17,1,2,2,4,8.00,-6.36,75.47,43.36,,,,,,,,,,,-0.200556128,0.22046558,.7201992
1990158,1158,158,1990,88,11,88,,,,,,,11,,,,,,,2,9,1,1,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,2,0,10,2,4,21,7,5,5,7,5,5,9,,8,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,1,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,13,6,6,6,6,6,6,6,2,6,6,6,6,6,,2,3,,1,2,1,3,3,5,4,,2,1,7,7,3,7,6,,,,,,6,3,,4,,,2,6,,,,,,,,,,,11,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,75,11,1,2,2,3,1.25,5.00,71.75,34.91,,,,,,,,,,,NA,NA,.6552632
1990159,1159,159,1990,45,25,45,,,,,,,25,,,,,,,5,99,3,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,2,0,7,2,5,88,7,8,3,6,8,9,9,,9,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,1,1,1,3,3,3,2,2,4,4,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,13,99,99,99,10,99,99,99,99,99,99,99,99,99,,2,3,,1,2,2,1,2,99,7,,2,1,10,10,4,10,10,,,,,,10,1,,3,,,1,10,,,,,,,,,,,6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52,70,21,2,2,3,4,9.25,-10.00,75.13,60.87,,,,,,,,,,,-0.783978745,0.17229373,.7201992
1990160,1160,160,1990,15,15,15,,,,,,,15,,,,,,,3,8,3,1,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,2,0,2,1,4,99,9,7,2,9,9,6,9,,7,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,3,1,2,4,2,1,2,3,2,4,,,,,,,,,,,,,,,,,,,,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,8,6,7,4,99,3,5,3,3,2,2,99,2,,2,2,,1,2,3,1,4,7,4,,99,99,99,99,99,99,99,,,,,,99,99,,99,,,99,99,,,,,,,,,,,9,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,40,9,2,2,2,3,2.25,7.14,46.90,28.91,,,,,,,,,,,1.717508659,0.176480036,1.134655
1990161,1161,161,1990,45,15,45,,,,,,,15,,,,,,,2,6,2,1,1,3,1,,,,,,,,,,,,,,,,,,,,,,,,,2,0,7,9,4,99,8,8,3,5,5,6,7,,5,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,1,1,1,2,2,2,3,3,3,4,,,,,,,,,,,,,,,,,,,,3,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,27,8,6,5,9,6,6,6,3,6,1,6,2,4,,1,4,,0,3,3,1,2,99,4,,1,1,10,10,2,10,10,,,,,,10,2,,3,,,1,9,,,,,,,,,,,6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,76,16,2,9,2,4,8.25,-7.78,82.94,74.13,,,,,,,,,,,-0.602396964,0.162173001,.7201992
1990162,1162,162,1990,15,15,15,,,,,,,15,,,,,,,3,6,2,2,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,1,1,16,2,2,15,5,7,5,7,5,5,7,,9,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,2,1,1,2,2,2,2,2,4,4,,,,,,,,,,,,,,,,,,,,3,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,15,10,99,99,99,99,99,99,99,99,99,99,99,99,,4,3,,1,3,4,3,1,99,4,,99,99,99,99,99,99,99,,,,,,99,99,,99,,,99,99,,,,,,,,,,,9,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,2,4,6.00,-1.43,,,,,,,,,,,,,0.334044035,0.168183753,1.134655
1990163,1163,163,1990,25,25,25,,,,,,,25,,,,,,,2,6,2,2,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,1,0,10,2,1,24,8,5,1,9,1,5,5,,5,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,2,1,1,3,2,1,3,3,3,3,,,,,,,,,,,,,,,,,,,,3,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,1,1,15,8,8,99,8,99,99,99,99,99,99,99,99,99,,2,1,,1,1,4,1,4,5,5,,1,1,6,7,4,5,6,,,,,,6,3,,4,,,1,5,,,,,,,,,,,10,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,110,26,1,1,2,3,0.50,10.00,54.27,49.75,,,,,,,,,,,0.824928569,0.313314375,1.048421
1990164,1164,164,1990,23,23,21,,,,,,,21,,,,,,,5,3,1,2,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,1,0,99,2,5,4,8,6,1,6,6,10,10,,5,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,4,2,1,3,2,3,4,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,1,0,0,0,1,0,9,9,9,9,0,0,0,9,9,1,28,7,4,3,10,4,6,3,7,4,6,3,10,10,,4,4,,0,2,4,4,1,1,7,,1,1,9,10,2,9,9,,,,,,8,1,,2,,,1,8,,,,,,,,,,,7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,114,162,58,4,3,3,5,10.00,-10.00,98.95,96.22,,,,,,,,,,,-1.647537052,0.19023378,.4368421
1990165,1165,165,1990,15,15,15,,,,,,,15,,,,,,,3,9,2,1,1,9,1,,,,,,,,,,,,,,,,,,,,,,,,,2,0,10,1,5,26,5,10,2,5,1,5,5,,5,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2,3,1,3,4,2,2,4,4,3,4,,,,,,,,,,,,,,,,,,,,1,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,1,0,1,17,6,5,4,4,99,4,4,2,4,2,3,2,2,,4,9,,1,2,1,1,9,5,4,,2,1,6,7,2,7,6,,,,,,99,2,,3,,,2,4,,,,,,,,,,,9,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,13,2,2,2,2,4,0.25,10.00,63.97,40.31,,,,,,,,,,,0.900244274,0.271434102,1.134655
1990166,1166,166,1990,15,15,15,,,,,,,15,,,,,,,5,7,1,1,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,2,0,2,9,4,3,10,5,1,5,3,5,8,,8,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,2,1,4,4,4,2,3,4,2,4,,,,,,,,,,,,,,,,,,,,4,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,1,9,6,6,8,99,99,10,4,3,2,9,2,1,1,2,,4,3,,1,1,2,4,2,5,5,,99,99,99,99,99,99,99,,,,,,99,99,,99,,,99,99,,,,,,,,,,,9,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.00,-10.00,,,,,,,,,,,,,0.146097033,0.174184101,1.134655
1990167,1167,167,1990,25,25,25,,,,,,,25,,,,,,,2,5,1,1,2,8,0,,,,,,,,,,,,,,,,,,,,,,,,,1,0,7,1,1,15,8,7,1,8,5,6,10,,8,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,4,2,1,2,3,2,4,2,2,3,3,,,,,,,,,,,,,,,,,,,,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,3,15,7,8,7,7,7,5,7,1,7,1,7,4,5,,3,2,,0,1,4,9,2,5,5,,2,1,6,8,3,5,5,,,,,,6,4,,4,,,1,5,,,,,,,,,,,99,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,10,,,,,,,,,,,,,,,,,,,0.513313289,0.27135057,1.048421
1990168,1168,168,1990,15,15,15,,,,,,,15,,,,,,,3,7,2,2,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,1,0,23,2,4,13,8,5,1,8,8,3,8,,5,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,2,1,3,2,2,2,3,3,2,4,,,,,,,,,,,,,,,,,,,,3,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,1,1,2,5,5,7,9,3,7,5,5,5,3,5,7,7,,4,2,,0,1,1,1,1,4,6,,2,1,9,9,3,9,9,,,,,,9,2,,3,,,2,7,,,,,,,,,,,9,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72,284,55,,,,,5.00,-10.00,68.72,62.45,,,,,,,,,,,-0.453763826,0.176158264,1.134655
1990169,1169,169,1990,22,22,22,,,,,,,22,,,,,,,3,3,3,1,9,8,0,,,,,,,,,,,,,,,,,,,,,,,,,2,0,17,1,5,17,7,10,1,5,1,10,2,,10,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,1,2,4,2,2,3,4,3,3,,,,,,,,,,,,,,,,,,,,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,13,6,6,6,7,7,6,6,6,7,6,7,6,6,,3,2,,1,2,2,2,2,99,5,,1,1,5,9,4,8,5,,,,,,5,1,,4,,,1,5,,,,,,,,,,,11,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,27,9,1,2,2,3,6.00,-3.64,61.78,36.60,,,,,,,,,,,0.862300634,0.320296244,.9222222
1990170,1170,170,1990,45,15,45,,,,,,,15,,,,,,,3,5,2,1,1,1,9,,,,,,,,,,,,,,,,,,,,,,,,,2,0,20,2,5,88,8,7,4,8,8,4,8,,8,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,9,3,1,1,9,2,2,2,2,3,4,,,,,,,,,,,,,,,,,,,,3,0,1,1,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,1,0,3,28,5,5,4,9,5,5,3,3,6,3,3,3,3,,3,3,,0,1,2,3,2,6,5,,3,1,8,9,4,8,7,,,,,,8,3,,5,,,2,7,,,,,,,,,,,6,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,70,19,2,2,2,4,4.25,-1.11,60.95,37.95,,,,,,,,,,,0.55733075,0.204553053,.7201992
1990171,1171,171,1990,12,15,12,,,,,,,15,,,,,,,2,7,2,2,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,2,0,13,2,4,30,8,4,1,7,7,3,10,,8,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,1,1,1,1,3,1,3,2,4,4,,,,,,,,,,,,,,,,,,,,2,0,1,0,0,0,0,0,0,9,9,9,9,0,1,0,1,0,0,0,0,0,1,8,7,6,2,10,4,8,5,7,7,2,4,7,7,,4,3,,0,1,4,4,1,4,5,,4,1,6,9,3,8,6,,,,,,6,4,,4,,,2,6,,,,,,,,,,,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.39763505,0.317473044,.8993808
1990172,1172,172,1990,36,88,36,,,,,,,88,,,,,,,2,8,1,1,2,8,1,,,,,,,,,,,,,,,,,,,,,,,,,1,0,2,2,2,3,6,2,3,8,4,8,10,,10,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,1,1,2,9,1,2,1,9,3,1,,,,,,,,,,,,,,,,,,,,5,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,9,9,6,3,1,8,10,5,4,5,5,1,4,3,6,,4,1,,1,4,4,4,1,5,5,,99,1,3,9,4,9,5,,,,,,5,3,,5,,,1,5,,,,,,,,,,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.00,-10.00,,,,,,,,,,,,,0.446802502,0.252831421,1.497744
1990173,1173,173,1990,25,11,25,,,,,,,11,,,,,,,4,6,2,1,1,1,9,,,,,,,,,,,,,,,,,,,,,,,,,2,0,7,2,5,15,8,5,3,7,3,2,5,,5,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,1,1,2,2,2,2,3,3,2,,,,,,,,,,,,,,,,,,,,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,3,15,8,8,8,7,8,6,8,1,8,1,8,8,8,,3,3,,1,1,1,3,2,5,4,,2,5,5,6,4,5,5,,,,,,5,3,,4,,,1,5,,,,,,,,,,,11,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120,8,2,,,,,1.00,8.18,60.88,36.34,,,,,,,,,,,0.950784155,0.357537336,1.048421
1990174,,174,1990,15,15,15,,,,,,,15,,,,,,,2,8,1,1,1,3,0,,,,,,,,,,,,,,,,,,,,,,,,,1,0,99,2,5,15,8,8,2,9,1,8,8,,10,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2,2,1,4,4,4,3,4,3,3,4,,,,,,,,,,,,,,,,,,,,4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,11,10,99,99,10,99,99,99,99,99,99,99,99,99,,4,3,,9,4,4,4,1,4,4,,99,99,99,99,99,99,99,,,,,,99,99,,99,,,99,99,,,,,,,,,,,9,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,1.134655
